"","chromosome","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"209120_at","chr16",-0.661861077135242,9.58514196106328,-4.31734600368077,0.000149429659837297,0.00774149891208247,0.777780454133976
"200706_s_at","chr1",0.541966904164838,9.79764076209909,4.31643584386106,0.000149814321120297,0.00774341909883262,0.775321064975253
"201328_at","chr1",0.857168434298664,10.2956442380154,4.31373757740418,0.000150960438975576,0.00777619552868783,0.768030637300971
"202302_s_at","chr1",0.391518178826237,10.3731630727388,4.31330122815232,0.000151146593523447,0.00777619552868783,0.766851766089844
"202012_s_at","chr1",-0.508746243917117,8.16066969558229,-4.31140639888254,0.000151957591645542,0.00779990614997173,0.761732881358087
"220034_at","chr6",0.597029762843927,6.11339349225037,4.31002767814991,0.000152550387964104,0.00781233331649733,0.758008588752319
"203739_at","chr11",0.593317091923154,9.17501221643222,4.30808942684913,0.000153387618879389,0.00783565384238718,0.752773317202893
"202454_s_at","chr1",-0.522119825407705,8.60424015017569,-4.30734762356442,0.00015370923953509,0.00783565384238718,0.750769828786582
"218544_s_at","chr4",0.756798772484629,10.5336707440741,4.29361739066915,0.000159783689192667,0.00811703101432117,0.713701139197185
"214163_at","chr2",-0.342985836105601,4.22291043543527,-4.29323180199743,0.000159957652075549,0.00811703101432117,0.712660529228842
"205594_at","chr12",-0.621894933504398,5.17660628167042,-4.29197830026505,0.000160524475268197,0.00812728121715823,0.709277783884353
"207980_s_at","chr15",1.10581411587928,6.84986289064509,4.28601168708314,0.000163249787080208,0.00824652042355054,0.693179233999571
"212770_at","chr19_GL949751v2_alt",0.54970766035502,6.33510911998418,4.27613370421474,0.000167862240121242,0.00846033285787535,0.66653898771705
"209182_s_at","chr16",0.911712775282156,6.95285598250433,4.25626729901297,0.000177530997642546,0.00892744477309932,0.613005006840675
"205488_at","chr12",-0.8549377858742,6.18560257611075,-4.25535506591414,0.000177987908174609,0.00893026268109407,0.610548252795178
"209234_at","chr16_KI270853v1_alt",-0.607668947540199,7.77805404885364,-4.25124832125078,0.000180059241694697,0.00901388702748935,0.599489872827987
"203909_at","chr11",-0.555759561638046,7.63104696286714,-4.24301653783715,0.000184282885527205,0.00920464089885549,0.57733167623348
"217998_at","chr4",0.65083092117602,7.80665212698817,4.23693373258833,0.000187466453818142,0.00934270736399721,0.560964822243707
"211962_s_at","chr19",0.804262165662244,11.2942987377295,4.23160798717596,0.000190298221419819,0.00946266401466362,0.54663971780029
"217739_s_at","chr3_KI270924v1_alt",0.756972557718147,12.9580571698607,4.23077885994991,0.000190742851583975,0.00946364923103832,0.544409945243647
"208892_s_at","chr16",0.924928524857863,11.1770629392574,4.22989846806489,0.000191216092766863,0.0094660464412609,0.542042425029544
"209723_at","chr17",1.060091672815,8.33548648901896,4.22473411866142,0.00019401547850217,0.0095699359633513,0.52815709322743
"212357_at","chr19",-0.459782271910067,6.61665237727769,-4.22444413285977,0.000194173858932297,0.0095699359633513,0.527377536529008
"200816_s_at","chr1",-0.363340597262782,8.49458832614133,-4.22311594690851,0.00019490089717687,0.009584563546157,0.523807200174858
"218379_at","chr4",0.384987644903076,9.94456880634425,4.22038204389493,0.000196405858914192,0.00963729805954066,0.516458995503711
"208619_at","chr16",-0.420830463768555,8.7647218199209,-4.21400268077948,0.00019996220757435,0.00979023757831604,0.499317129853596
"213215_at","chr19_KI270929v1_alt",-0.34810313646592,6.9657479983174,-4.21047936181201,0.000201953468490301,0.00986604696832988,0.489852479896378
"221541_at","chr6_GL000252v2_alt",0.81225582866849,7.98948246251327,4.2096704359406,0.000202413393561847,0.00986687783014718,0.487679753614344
"201734_at","chr1",-0.565255297477249,9.6259323884374,-4.20489474926742,0.00020514975256843,0.00997843021390157,0.474854697069116
"213657_s_at","chr2",-0.932714570714669,7.09098231030783,-4.19885518179043,0.000208662462384452,0.0101271757615216,0.458640791891364
"221135_s_at","chr6_GL000251v2_alt",-0.506155692749267,7.22207997164394,-4.19715121324641,0.00020966417707193,0.010134467459754,0.454067368150693
"215711_s_at","chr21",1.12071769406592,7.11412652957377,4.19656704087015,0.000210008683326661,0.010134467459754,0.452499568103556
"218023_s_at","chr4",0.382398605140519,8.27808742496988,4.19628114121893,0.000210177490973038,0.010134467459754,0.451732291805469
"203234_at","chr10",0.728822973058894,8.04803157536331,4.19220567153911,0.000212598391359467,0.0102248133679262,0.440796302575916
"219002_at","chr5",-0.492364133247936,9.09495103494682,-4.19158557835193,0.000212969134206481,0.0102248133679262,0.439132602361559
"211954_s_at","chr19",-0.49761931965247,9.24247248108002,-4.18631328086878,0.000216147149783879,0.0103550753886784,0.424989667062788
"219137_s_at","chr5",-0.409389791120688,8.63605010030758,-4.18237350821484,0.000218552361379799,0.0104478346662184,0.414424224877054
"214202_at","chr2",-0.384422206083022,6.23902718501177,-4.17678919535521,0.000222006717303603,0.0105902433434098,0.39945296854581
"204093_at","chr11",0.472559571662305,10.6979712319975,4.17417232885997,0.000223643887075899,0.0106455445991235,0.392439072355639
"200849_s_at","chr1",-0.310788885394327,10.2696880860796,-4.1616629775149,0.000231635498990967,0.01100243925591,0.358926579430667
"214670_at","chr2",-0.655634234781888,8.31018376588862,-4.15955803535833,0.000233007566107778,0.0110440628727297,0.353290047788439
"222312_s_at","chr6_GL000256v2_alt",-0.446400509948927,5.65984822448468,-4.15153586984988,0.000238310300291136,0.0112711505746785,0.331815524247329
"213138_at","chr19_KI270921v1_alt",0.372759849835895,7.42129309143333,4.15078812373901,0.00023881057015075,0.0112711505746785,0.329814444190747
"209357_at","chr17",1.09630165419765,8.40848708674432,4.14918725456675,0.000239885084248937,0.0112979281645107,0.325530602148921
"217627_at","chr3",-0.700115776962094,5.62333248615017,-4.1447374678667,0.000242896835162863,0.011415638812074,0.31362552093638
"218019_s_at","chr4",-0.776612811587453,8.4239369872898,-4.14300760926636,0.00024407766113389,0.0114469853833256,0.30899833144707
"203521_s_at","chr10",-0.541737847138524,6.26843074429493,-4.13963166535041,0.000246398399464623,0.0115164580754678,0.299969528124643
"214014_at","chr2",0.540795431206407,6.21161903732739,4.13935011855561,0.000246592921039553,0.0115164580754678,0.299216633692988
"212394_at","chr19",-0.359127011311042,6.2936842225127,-4.13724840332747,0.000248049778473109,0.011560261328547,0.293596796184699
"200733_s_at","chr1",0.635608830825266,12.4602460477143,4.13595693779523,0.000248949182586363,0.0115779560343975,0.290143889911737
"203140_at","chr10",0.701831845177876,9.83268123155912,4.13288693481658,0.000251100080662168,0.0116330448785372,0.28193699202134
"215501_s_at","chr20_KI270869v1_alt",1.07446431443463,7.86729943942321,4.13277605973895,0.000251178102373587,0.0116330448785372,0.281640625549838
"212215_at","chr19",-0.556211901075153,8.49039678327076,-4.12746912756235,0.000254940524343528,0.0117828009560182,0.26745783736006
"217225_x_at","chr3",-0.545131582192298,10.0002342452279,-4.10934691760605,0.00026821060373161,0.0123704505576171,0.219063654488806
"213659_at","chr2",-0.40769640534756,6.68041041687715,-4.10548162807958,0.000271127553705925,0.0124791498221217,0.20874921942998
"207236_at","chr14",-0.434301965777555,4.48914640018619,-4.10469210749366,0.000271727187446138,0.0124809619685312,0.206642731985468
"201987_at","chr1",-0.424674489764302,10.1125469242844,-4.10181249583751,0.000273925283231058,0.0125560360792969,0.198960709127449
"57703_at","chr7",0.563911164521673,6.14411462745233,4.10102251240221,0.000274531347538587,0.0125579770618421,0.196853508833164
"212651_at","chr19_GL949747v2_alt",-0.577981588223828,7.14086366758846,-4.09808263072075,0.000276798372739931,0.0126357322736218,0.189012664472584
"218820_at","chr5",-0.574057952570991,6.44900769285595,-4.08754980809034,0.000285072424349051,0.0129868269881878,0.160933860363139
"205205_at","chr12",0.544998696774958,6.54250179612635,4.08493350756512,0.000287165013089605,0.0130361089221541,0.153962364704166
"212089_at","chr19",0.377246864597831,8.35154937667117,4.08369912006487,0.000288157537695927,0.0130361089221541,0.150673603787889
"212150_at","chr19",-0.375384962726212,9.58300758028205,-4.08359426507524,0.000288242002641109,0.0130361089221541,0.150394253034619
"204420_at","chr11",0.934854143230121,5.62319588448384,4.08326484148965,0.000288507524826025,0.0130361089221541,0.149516628143498
"213218_at","chr19_KI270929v1_alt",-0.490050887737707,5.87119080151588,-4.08180263033701,0.000289688997682136,0.0130361089221541,0.145621358842771
"222116_s_at","chr6_GL000255v2_alt",-0.737738995789188,7.49800331378952,-4.08146992071948,0.000289958490933125,0.0130361089221541,0.144735089278975
"201859_at","chr1",0.467151544185434,12.9321440407875,4.08110977614984,0.000290250483700159,0.0130361089221541,0.14377576164892
"202184_s_at","chr1",-0.463323541079375,7.97330655162822,-4.07698160672769,0.000293618142432233,0.0131608276840299,0.132781144176829
"219001_s_at","chr5",-0.396641875988199,7.79065211043386,-4.07324672504669,0.000296697987816356,0.0132507194743352,0.122836690980737
"213073_at","chr19_KI270916v1_alt",-0.428576337290961,6.67997560208582,-4.07310767462518,0.000296813261107566,0.0132507194743352,0.122466506851957
"202669_s_at","chr1",0.542793291338779,6.9800515523761,4.06828125183191,0.000300841732590101,0.0134037025538194,0.109619689752186
"209314_s_at","chr17",-0.877889374020182,8.86815401167741,-4.06466173115617,0.000303897993597507,0.0135128455157119,0.0999882158560528
"203312_x_at","chr10",0.375956583118526,8.85528825214966,4.05894718073666,0.000308785377505845,0.0137028124595572,0.0847869046438685
"201529_s_at","chr1",-0.705957711659673,6.25324657118928,-4.05135523862747,0.000315397830898266,0.0139684244113731,0.0646010469257465
"218881_s_at","chr5",0.37993238959757,5.8990313220831,4.04901320700698,0.000317465589161427,0.0140218733301825,0.0583761317980382
"217523_at","chr3",0.760781698417486,5.04094133732869,4.04821155850072,0.00031817640698232,0.0140218733301825,0.0562456596301963
"201041_s_at","chr1",1.0750718155884,13.0159998471763,4.04785510850604,0.000318492970555836,0.0140218733301825,0.0552983924524577
"32128_at","chr7",0.842282055565908,7.12520623083928,4.04314473372302,0.000322705381676428,0.0141793053009976,0.04278282842027
"221803_s_at","chr6_GL000254v2_alt",0.512604400387687,10.3114050061918,4.0412055449767,0.000324455399101401,0.0142246063702299,0.0376315950866273
"202054_s_at","chr1",-0.540955186426617,10.7999109866478,-4.04058932600214,0.000325013450754007,0.0142246063702299,0.035994830547847
"214172_x_at","chr2",-0.286124611780042,7.56972377611725,-4.03948310586141,0.000326017612703957,0.014240577172953,0.0330567364141272
"214965_at","chr20",0.517546304876639,8.38957327236593,4.03156410742846,0.000333295384849037,0.0144780348089521,0.0120309388223987
"220770_s_at","chr6",-0.443064123212801,4.61902851805938,-4.03149605218923,0.000333358614613741,0.0144780348089521,0.0118502972185635
"210133_at","chr17",0.456198826531057,4.55189307268594,4.03144764815226,0.000333403593706173,0.0144780348089521,0.0117218170915594
"221994_at","chr6_GL000255v2_alt",0.537601375099345,6.17523553156217,4.02856587616714,0.000336092207304765,0.0145403010869959,0.00407347004259773
"210953_at","chr18",0.408275960062645,4.8431489353489,4.02851177439323,0.000336142885478426,0.0145403010869959,0.00392989699008961
"219409_at","chr5",0.554230949969509,7.01078248036139,4.02674003200039,0.00033780665649801,0.0145839513310197,-0.000771565917574435
"202050_s_at","chr1",-0.37916455792887,7.48028299081858,-4.01688205757478,0.000347212334121533,0.0149610235342851,-0.0269193398011449
"201729_s_at","chr1",-0.861317909182713,7.43991614187166,-4.01270365478153,0.00035127604176896,0.0150591669169557,-0.0379965990414393
"212503_s_at","chr19",-0.510144931770094,7.95426241926502,-4.01270234733496,0.000351277320592122,0.0150591669169557,-0.0380000646430592
"221853_s_at","chr6_GL000254v2_alt",-0.594050150390823,8.91573262916317,-4.01245634964316,0.00035151801395237,0.0150591669169557,-0.0386521158894224
"203137_at","chr10",0.462383245488676,9.46012168211012,4.0056736230458,0.000358218515009092,0.0153167636446402,-0.0566259755191849
"221937_at","chr6_GL000254v2_alt",-0.438297297137304,7.82035902168516,-4.00480676457263,0.000359083832772317,0.0153243496985994,-0.0589224476723631
"217781_s_at","chr3_KI270937v1_alt",-0.459109396419942,8.39963169611564,-4.00285858673976,0.00036103602795543,0.0153782019020327,-0.0640829952207884
"205409_at","chr12",0.310503466540019,5.89441471399763,3.99822082116208,0.000365725291472793,0.0155482105308004,-0.0763649800856605
"204258_at","chr11",0.440019871387587,9.09070135848679,3.99724582866059,0.000366718673720364,0.0155607464656544,-0.0789464629797285
"212634_at","chr19_GL949746v1_alt",-0.58130627967955,9.57300099803919,-3.99524091009207,0.000368769720839079,0.0156180286523425,-0.0842542789390928
"202401_s_at","chr1",0.575489353110846,7.66174427488777,3.98857787895077,0.000375667100191594,0.0158799544420648,-0.101888179077346
"213093_at","chr19_KI270917v1_alt",-0.764008918280621,8.03996060395312,-3.98640060300951,0.000377948223738138,0.0159058322655133,-0.107648465004061
"214949_at","chr20",-0.571797945160799,6.63774838909589,-3.98563890381919,0.000378749451531941,0.0159058322655133,-0.109663420121814
"218242_s_at","chr4",-0.388147794815868,8.30851126748915,-3.98559977112433,0.000378790659923472,0.0159058322655133,-0.109766936331141
"202136_at","chr1",-0.297621116145086,9.80053881527445,-3.98510534051193,0.000379311694730121,0.0159058322655133,-0.11107480791599
"204055_s_at","chr11",-0.786411254771486,6.59756819274181,-3.98459588607178,0.000379849295921942,0.0159058322655133,-0.112422368950001
"208836_at","chr16",0.766265681118167,9.78480390846832,3.97873945929019,0.000386083124910052,0.0161365361606402,-0.127909462647969
"202207_at","chr1",0.747401268075288,7.89044268405566,3.97731374161968,0.000387615816509174,0.0161702575737357,-0.131678663551659
"214057_at","chr2",0.675346201139023,7.02995170803775,3.96894706142133,0.000396731051885079,0.0165195843791475,-0.153789478344456
"209184_s_at","chr16",0.859038982537625,9.60806400354019,3.96574080899234,0.000400279497375085,0.0166362432145985,-0.162258912399182
"220358_at","chr6",0.471131064877205,7.05759113807345,3.95520031597176,0.000412165263859052,0.0170983344189722,-0.190087065465161
"212418_at","chr19",0.306359524971521,8.84868727572876,3.95318282480349,0.000414479305804678,0.0171623708093138,-0.195410855187475
"200730_s_at","chr1",0.729853063944851,10.7766818861001,3.94051122422362,0.000429306894098335,0.0177433574764909,-0.228829441313046
"209185_s_at","chr16",0.911918317394708,11.3700190429179,3.93560597330071,0.000435184997032958,0.0179529929238948,-0.241756909498126
"212616_at","chr19_GL949746v1_alt",-0.324158018708449,9.63366145110029,-3.92432937538134,0.000448998163414272,0.0184885990506095,-0.271456295792456
"202250_s_at","chr1",-0.540146088860365,7.63547557451141,-3.92290659113199,0.000450771165898972,0.0185258797717261,-0.275201582853028
"202150_s_at","chr1",0.990018502896565,8.05890227024581,3.92226992707788,0.000451566760158338,0.0185258797717261,-0.276877374489096
"212880_at","chr19_KI270882v1_alt",-0.393587128131712,7.45356489481942,-3.92053292951187,0.000453744353319125,0.0185809980861951,-0.281448960794349
"205633_s_at","chr12",0.512320936341895,10.7755660616043,3.91602461320902,0.0004594442391493,0.0187798886523467,-0.293311329038867
"215314_at","chr20",-0.584677637816225,4.94898811684271,-3.90775249257464,0.000470085330000192,0.0191504790485458,-0.315065687487001
"201569_s_at","chr1",-0.453892640344788,9.26217135021449,-3.90712897363808,0.000470897105462085,0.0191504790485458,-0.316704842161044
"213243_at","chr19_KI270931v1_alt",-0.493600760308289,7.2970904408387,-3.90698129130623,0.000471089577528531,0.0191504790485458,-0.317093068497385
"215871_at","chr22",0.285191852322955,4.93628227233936,3.90592082299959,0.00047247392956957,0.0191717699982173,-0.319880681346405
"203811_s_at","chr11",1.26819431690204,7.28304531648272,3.89725089789488,0.000483941909606475,0.0196014071278245,-0.342661790917186
"208383_s_at","chr16",1.11086964509866,13.4895358340837,3.89635905287978,0.000485136897009812,0.0196141463787433,-0.345004272026467
"216013_at","chr22",0.292458810844961,4.97784062014409,3.89175895390949,0.000491346529642819,0.0198292149290817,-0.357083916978304
"216197_at","chr22",-0.383909984061852,4.83315589964106,-3.89093882679638,0.000492461739584164,0.0198382824099754,-0.359237043465854
"201080_at","chr1",-0.366820592202403,7.3730409413163,-3.8870575217588,0.000497773178369227,0.0200160525172045,-0.369424842093577
"213609_s_at","chr2",0.220729582997447,4.4868424704855,3.87987288665736,0.000507753189095688,0.0203641269820248,-0.388274547324628
"217232_x_at","chr3",1.39762322017172,11.9820395752222,3.87951343062278,0.000508257602101082,0.0203641269820248,-0.389217319797937
"218251_at","chr4",0.830565433277569,7.85735409079316,3.8766856950669,0.000512242778108158,0.0204869521865627,-0.396632831120499
"204014_at","chr11",0.380415335668958,4.68057176770952,3.87462815535817,0.000515161669801354,0.0205667679537003,-0.402027443493862
"207194_s_at","chr14",0.291657799409826,4.36599463273622,3.86190398796003,0.000533576750326121,0.021259691586565,-0.435367524603143
"213653_at","chr2",-0.399589366616974,6.05058667796699,-3.86132699369154,0.000534426865757346,0.021259691586565,-0.436878510058516
"201739_at","chr1",0.988555243748957,11.5653892280106,3.85571476087882,0.00054276494121052,0.0215528958918837,-0.451571431036057
"212686_at","chr19_GL949748v2_alt",-0.491020903627534,6.2080353195175,-3.85477531480094,0.000544173025899229,0.0215703603166497,-0.454030217977412
"214356_s_at","chr2",-0.349934023314166,9.33395904901845,-3.85237746386811,0.000547783219865926,0.0216731127126146,-0.460305137684145
"204783_at","chr11",0.633606529795085,4.92948050962433,3.8512768171222,0.000549448167061747,0.0216731127126146,-0.463184973687783
"212073_at","chr19",-0.370230251203767,7.35355649240865,-3.85112123118096,0.000549683919855782,0.0216731127126146,-0.463592041121875
"210621_s_at","chr17_GL000258v2_alt",-0.471641698319202,7.65810191961557,-3.84993164459387,0.000551489716317336,0.0217058947180235,-0.466704234452489
"221489_s_at","chr6_GL000252v2_alt",0.547076179094545,7.19658989944285,3.84115029321101,0.000565000133830872,0.0221984267748683,-0.489667954766065
"212697_at","chr19_GL949748v2_alt",-0.429314361138433,8.66360777192677,-3.83878087798849,0.000568700551477132,0.0223044756782677,-0.495861069892731
"214472_at","chr2",0.861503263421443,4.78459214265227,3.83801090395471,0.000569908136088838,0.0223125545652918,-0.497873328936826
"213507_s_at","chr2",-0.385262390278015,10.7497175691028,-3.83612514209993,0.000572876237497363,0.0223894104258399,-0.502801022284019
"207526_s_at","chr15",1.36689900135729,8.40218396610485,3.83416576380856,0.000575976183276588,0.022471140866642,-0.507920211656829
"201626_at","chr1",0.992362922183055,12.8163150633634,3.83048336436355,0.000581846472943024,0.0226497010910238,-0.517538661316976
"205251_at","chr12",1.13865935433745,8.64330344517926,3.83002174494982,0.000582586466990916,0.0226497010910238,-0.518744191883767
"208785_s_at","chr16",0.528156472035686,10.133369573016,3.82926975069827,0.000583793909716253,0.0226571026598414,-0.52070793742588
"202915_s_at","chr10",-0.507911430058541,7.17962784003124,-3.82009756876897,0.000598719163807735,0.0231959422819912,-0.544649406982391
"212380_at","chr19",-0.321188190727304,7.27899907850249,-3.81928585858936,0.000600057786531966,0.0232074432475219,-0.546767206009713
"214855_s_at","chr2",-0.397146393294744,7.3743381079791,-3.81823864726757,0.000601789095843258,0.0232340653173315,-0.549499212722826
"202861_at","chr10",0.667643082951826,8.21881320439599,3.80888598237642,0.00061746902748955,0.0237981964107002,-0.573887365567668
"207375_s_at","chr14_KI270846v1_alt",0.704786309141526,8.00843712045741,3.80352070954363,0.00062664307246179,0.0240984435996132,-0.587868593574515
"222201_s_at","chr6_GL000256v2_alt",-0.50173971730007,7.48603330505509,-3.80306824793542,0.000627422780795245,0.0240984435996132,-0.589047339075463
"202373_s_at","chr1",-0.329047504173905,8.9041244397019,-3.80132439418345,0.000630436747892634,0.0241725291442413,-0.593589942079388
"211615_s_at","chr19",-0.497776111810778,9.20865372870819,-3.79955623154117,0.000633507136982238,0.0242485197432188,-0.598195127748442
"213405_at","chr2",-0.342080379433336,7.93040950787287,-3.79752714905072,0.000637048572107286,0.0243422487835918,-0.603478960322177
"211208_s_at","chr19",-0.349282655926359,7.27031931595862,-3.79340835776169,0.000644296692063037,0.0245770503580279,-0.614201469956483
"36612_at","chr7",-0.59069186689683,7.385671323885,-3.79160700235357,0.000647491864261047,0.0246567115558006,-0.618889686113524
"210873_x_at","chr18",0.70441229550323,6.01175994809753,3.79041312831354,0.000649618013255565,0.0246714918444275,-0.621996438723507
"205105_at","chr12",-0.663085146648152,10.1310075948158,-3.79014582910932,0.000650094972962202,0.0246714918444275,-0.622691969739162
"210177_at","chr17",0.656899030370187,8.00697769511769,3.78915000707605,0.000651874889975584,0.0246969675577994,-0.625283016165601
"202776_at","chr1",0.343431857203655,9.73450733301896,3.78595866143619,0.000657611105571135,0.024871990829895,-0.633585022962899
"218665_at","chr5",-0.446431106353149,8.46087861181505,-3.78485957763812,0.000659597992876539,0.0249048550632384,-0.636443624363764
"36742_at","chr7",0.597105547897473,7.97676802403525,3.78333582292459,0.000662362264691703,0.0249612793785827,-0.640406267084524
"222237_s_at","chr6_GL000256v2_alt",-0.358256544611768,4.80617615648165,-3.78280199125584,0.000663333365898503,0.0249612793785827,-0.641794404998293
"207793_s_at","chr15",0.196170210000211,3.77228316299722,3.78012451748757,0.000668224962505902,0.0251029468629747,-0.648755675793685
"216808_at","chr3",0.291466172213808,4.59209072732697,3.7771606984876,0.000673680678500983,0.0252652937288997,-0.656459397962738
"204980_at","chr12",-0.360705502705879,6.86483962468029,-3.77390081082827,0.000679731501007832,0.02544937587891,-0.664930209889453
"201858_s_at","chr1",0.606274242196609,11.8445628557806,3.77298136476309,0.000681447675224783,0.0254578217597569,-0.667318920323968
"206953_s_at","chr14",-0.302648360698912,9.78456571077658,-3.77251348899405,0.000682322599176002,0.0254578217597569,-0.66853437702885
"202515_at","chr1",-0.343389147436547,9.17281652405721,-3.77194590877715,0.00068338543844928,0.0254578217597569,-0.670008776098061
"203883_s_at","chr11",-0.361820556025505,8.31780226074705,-3.77060537383776,0.000685902102930292,0.0254709125625805,-0.673490761522276
"201078_at","chr1",-0.525742934407218,11.5671697006038,-3.77054078284796,0.000686023591037766,0.0254709125625805,-0.673658522914857
"202372_at","chr1",-0.328811972799373,8.14039334906882,-3.76576644192851,0.000695061831065062,0.0257306817374303,-0.68605603073172
"205681_at","chr12",1.30550901006402,8.32761919901886,3.76562561621893,0.000695330179374827,0.0257306817374303,-0.686421627263725
"209119_x_at","chr16",-0.332936554398098,7.63454533387838,-3.76372965536533,0.00069895283656485,0.0258056198803525,-0.691343241955682
"202549_at","chr1",-0.400689277480428,5.54418488032744,-3.76306010752964,0.000700236543482031,0.0258056198803525,-0.693081071049744
"201370_s_at","chr1",-0.512902179083355,7.06886750226396,-3.76275074361293,0.000700830454173061,0.0258056198803525,-0.693883995992864
"201393_s_at","chr1",-0.499934821652861,9.62343915251573,-3.75388594603295,0.000718058853268293,0.0263963648090062,-0.716881706618017
"213628_at","chr2",-0.460312394751685,8.13863591733277,-3.75220565177278,0.000721370607966941,0.026462484046572,-0.721238656202455
"218368_s_at","chr4",0.974457827451705,9.21893508487755,3.75176919914576,0.000722233258531929,0.026462484046572,-0.722370249266865
"217503_at","chr3",0.392331576451189,4.51654251686151,3.74859217092704,0.000728542999173241,0.0266498397250941,-0.730605919732578
"221009_s_at","chr6_GL000250v2_alt",0.848390676912871,9.29345222435568,3.74473536701167,0.000736274940312167,0.0268885194185806,-0.740600362308933
"201877_s_at","chr1",-0.464586342287733,8.43996974972779,-3.74086255335299,0.000744119317777029,0.0270992888731985,-0.75063255059885
"205807_s_at","chr12",0.638586004950761,7.08145130490223,3.74068579570006,0.000744479274157089,0.0270992888731985,-0.751090336324618
"204790_at","chr11",-0.668880887912711,6.72807156110816,-3.73967730646047,0.00074653624579481,0.0271047788577543,-0.75370207883411
"212326_at","chr19",-0.350225734826469,6.44312839252744,-3.7394192265724,0.000747063528242633,0.0271047788577543,-0.754370402125081
"212991_at","chr19_KI270889v1_alt",-0.526656420422073,5.53831288027651,-3.7348406807655,0.00075647841358038,0.027401739218423,-0.766224214117801
"206897_at","chr14",0.28468597021317,5.30646084044137,3.72707279488712,0.000772716270477559,0.0279444810997217,-0.786323101317259
"210472_at","chr17",0.606997974939576,6.16554929110684,3.72327135896823,0.00078078580283818,0.0281727743164666,-0.796153491834317
"209383_at","chr17",0.76346259248006,9.49717065686016,3.72290944785737,0.000781558312500621,0.0281727743164666,-0.797089190768634
"37152_at","chr7",0.777347997349641,8.23638472872377,3.71932137354322,0.000789257491936449,0.0284043443422751,-0.806364131190806
"207714_s_at","chr15",0.640775595154493,7.04995206324948,3.71810208577432,0.000791890555959943,0.0284531385727736,-0.809515163703014
"212977_at","chr19_KI270888v1_alt",1.2641197390139,8.44995668346281,3.71509816904198,0.000798414046085378,0.0286095361166476,-0.817276630986571
"210004_at","chr17",0.506965136130277,4.02245800104964,3.71491576489653,0.000798811844707761,0.0286095361166476,-0.817747849234184
"207700_s_at","chr15",-0.454160140281182,7.76934559410927,-3.71173290907558,0.000805784323362933,0.0287752150260834,-0.825968985173448
"213739_at","chr2",-0.227001218352705,4.70452025891978,-3.71162525057226,0.000806021195685059,0.0287752150260834,-0.826247015520116
"212367_at","chr19",-0.332087948134014,8.36526550206242,-3.71098359243368,0.000807434389324406,0.0287795454255677,-0.827904049381625
"220086_at","chr6",0.394365534459437,6.99887563929108,3.71036225426241,0.000808805125914422,0.0287823511022294,-0.829508507613475
"203004_s_at","chr10",0.292030672577114,5.95752002614067,3.70960816193814,0.000810471771570941,0.0287956613321944,-0.831455638553063
"200617_at","chr1",-0.736971771294997,7.77222459141643,-3.70454859411126,0.000821740773438792,0.0291495528819999,-0.844516087263583
"214714_at","chr2",0.297227358648877,8.23078167378115,3.70349808122953,0.000824099569232776,0.029180571689432,-0.847226986577708
"209116_x_at","chr16",1.45311142630581,12.0523367221152,3.70299344634306,0.000825235003112725,0.029180571689432,-0.848529119867041
"204897_at","chr11",0.746809288434984,7.47940799580307,3.69275163946456,0.000848610539031282,0.029903813549011,-0.874942265709572
"218613_at","chr4",-0.747349158540712,8.3245729555308,-3.69257268748973,0.000849024639250853,0.029903813549011,-0.875403532019112
"202916_s_at","chr10",-0.358086712778585,7.74069065781805,-3.69178018130457,0.000850860884013146,0.029903813549011,-0.877446194190638
"201761_at","chr1",0.934896623761791,7.69366245194657,3.69169523137247,0.000851057942724468,0.029903813549011,-0.87766514049937
"220005_at","chr6",-0.754316822106739,6.01883852725094,-3.68888666027881,0.000857598027157562,0.0300861594503764,-0.884902769528939
"219123_at","chr5",-0.581830199135304,7.64829722531041,-3.6828299446687,0.000871868435409944,0.0305386998987851,-0.90050376829553
"207133_x_at","chr14",0.257028817752621,7.3375105705024,3.6809039733787,0.000876454426582419,0.030651138557263,-0.905462701363067
"203204_s_at","chr10",-0.433331900534707,6.4093584572287,-3.67901795970622,0.000880967979593451,0.030760695425397,-0.910317806132131
"209295_at","chr17",0.651661079622919,10.0598313565074,3.67533712393461,0.00088984197527909,0.0310219243869989,-0.91979056072887
"203373_at","chr10",0.940065100223237,11.0368141702547,3.67307350934127,0.000895342295072213,0.031121220131618,-0.925614269984518
"203737_s_at","chr11",0.790875136788656,7.58096354700182,3.67301527765262,0.000895484226079235,0.031121220131618,-0.925764067524024
"37590_g_at","chr7",-0.54505477889575,6.30391087281037,-3.668184028936,0.000907336094757611,0.03148399716965,-0.938189032106733
"212299_at","chr19",-0.345860581556723,8.62324192906485,-3.666679047151,0.000911059087630437,0.0315373556732618,-0.942058264210148
"218503_at","chr4",-0.463122544276207,6.48513539710299,-3.66641846548718,0.000911705214058472,0.0315373556732618,-0.942728145246263
"200704_at","chr1",0.507758207182256,10.113400586657,3.66379190106855,0.000918242820476678,0.0317142562973007,-0.949479281460183
"203375_s_at","chr10",-0.306669404333274,8.88505773419817,-3.66106238192698,0.000925084910770479,0.0319011092217244,-0.956493093715433
"219500_at","chr5",0.294259006265127,6.98252265591404,3.65983063639734,0.000928188714603733,0.0319586707808769,-0.959657552557979
